generation	tebeforesex	teaftersex	modfreq	replicate	reprmode
480	49.2564	49.2429	0.06865	7	asex
490	49.243	49.2174	0.06905	7	asex
500	49.1543	49.1476	0.07492	7	asex
510	49.1495	49.1401	0.07428	7	asex
520	49.1213	49.1128	0.0747	7	asex
530	49.0822	49.0903	0.07729	7	asex
540	49.0588	49.0513	0.08034	7	asex
550	48.9843	49.0012	0.08385	7	asex
560	48.9428	48.9485	0.0861	7	asex
570	48.8603	48.8528	0.09231	7	asex
580	48.773	48.7739	0.0973	7	asex
590	48.7318	48.7095	0.10068	7	asex
600	48.6278	48.6379	0.10432	7	asex
610	48.5413	48.541	0.11014	7	asex
620	48.4466	48.426	0.11673	7	asex
630	48.2936	48.2761	0.12514	7	asex
640	48.2088	48.2	0.12769	7	asex
650	48.0511	48.0209	0.13955	7	asex
660	47.8533	47.8308	0.15087	7	asex
670	47.6972	47.7167	0.15691	7	asex
680	47.5751	47.5433	0.16752	7	asex
690	47.4209	47.3657	0.17764	7	asex
700	47.1138	47.1222	0.19077	7	asex
710	46.8049	46.7707	0.21206	7	asex
720	46.5782	46.5804	0.22031	7	asex
730	46.4309	46.4093	0.22755	7	asex
740	46.2949	46.2901	0.23185	7	asex
750	46.0356	46.0267	0.24556	7	asex
760	45.6524	45.6142	0.2667	7	asex
770	45.3411	45.2948	0.28341	7	asex
780	45.035	44.9966	0.29657	7	asex
790	44.7946	44.7723	0.30767	7	asex
800	44.5618	44.5959	0.31411	7	asex
810	44.2419	44.2243	0.33162	7	asex
820	43.7486	43.7148	0.3562	7	asex
830	43.3217	43.2692	0.37587	7	asex
840	42.8427	42.8037	0.39681	7	asex
850	42.3637	42.3441	0.41873	7	asex
860	41.897	41.8712	0.44004	7	asex
870	41.3847	41.3978	0.46026	7	asex
880	40.9528	40.9356	0.48118	7	asex
890	40.3626	40.3641	0.50448	7	asex
900	40.1458	40.1098	0.51163	7	asex
910	39.6433	39.6454	0.52922	7	asex
920	39.1399	39.0848	0.55189	7	asex
930	38.5909	38.5652	0.57294	7	asex
940	38.0462	37.994	0.59346	7	asex
950	37.3555	37.3713	0.61937	7	asex
960	36.8751	36.8075	0.64104	7	asex
970	36.3283	36.3399	0.65783	7	asex
980	35.8756	35.8772	0.67484	7	asex
990	35.3744	35.3053	0.69678	7	asex
10	49.99	49.9912	0.01109	8	asex
20	49.9892	49.9888	0.01224	8	asex
30	49.987	49.9871	0.01115	8	asex
40	49.989	49.9909	0.01069	8	asex
50	49.9868	49.9867	0.00975	8	asex
60	49.9756	49.9765	0.01094	8	asex
70	49.973	49.9711	0.01168	8	asex
80	49.9734	49.9723	0.01086	8	asex
90	49.9724	49.9704	0.01039	8	asex
100	49.9655	49.9678	0.01058	8	asex
110	49.9651	49.9647	0.01206	8	asex
120	49.959	49.9592	0.0124	8	asex
130	49.9624	49.9617	0.01163	8	asex
140	49.9512	49.9503	0.01177	8	asex
150	49.9488	49.947	0.01251	8	asex
160	49.9431	49.9438	0.01234	8	asex
170	49.9387	49.9435	0.01056	8	asex
180	49.9516	49.955	0.00925	8	asex
190	49.9541	49.9536	0.00907	8	asex
200	49.9585	49.9577	0.00832	8	asex
210	49.951	49.9526	0.00801	8	asex
220	49.9519	49.9524	0.00861	8	asex
230	49.9491	49.95	0.00932	8	asex
240	49.937	49.9394	0.0102	8	asex
250	49.9278	49.9283	0.01093	8	asex
260	49.9217	49.9246	0.011	8	asex
270	49.9217	49.922	0.01002	8	asex
280	49.909	49.9121	0.01107	8	asex
290	49.9093	49.9093	0.012	8	asex
300	49.9134	49.9117	0.01096	8	asex
310	49.9043	49.9043	0.01108	8	asex
320	49.9012	49.9046	0.01145	8	asex
330	49.8835	49.8827	0.01227	8	asex
340	49.8598	49.8616	0.01353	8	asex
350	49.8517	49.8526	0.0133	8	asex
360	49.8622	49.8606	0.01256	8	asex
370	49.8496	49.8469	0.01278	8	asex
380	49.8501	49.8473	0.01247	8	asex
390	49.8379	49.8346	0.01309	8	asex
400	49.8267	49.8282	0.01507	8	asex
410	49.8208	49.8144	0.01512	8	asex
420	49.8107	49.8101	0.01476	8	asex
430	49.8132	49.8093	0.01453	8	asex
440	49.7828	49.7887	0.01549	8	asex
450	49.7741	49.7734	0.01548	8	asex
460	49.764	49.7695	0.01549	8	asex
470	49.7768	49.7762	0.01512	8	asex
480	49.7393	49.7301	0.0186	8	asex
490	49.6795	49.68	0.02357	8	asex
500	49.6379	49.6397	0.02663	8	asex
510	49.6236	49.6248	0.02694	8	asex
520	49.5927	49.5882	0.02908	8	asex
530	49.5457	49.5525	0.03128	8	asex
540	49.4967	49.4851	0.03524	8	asex
550	49.4561	49.4533	0.0376	8	asex
560	49.4491	49.4523	0.03766	8	asex
570	49.4449	49.4409	0.03816	8	asex
580	49.3965	49.3989	0.04074	8	asex
590	49.2904	49.2914	0.04734	8	asex
600	49.2275	49.2092	0.05257	8	asex
610	49.2118	49.2102	0.05266	8	asex
620	49.1822	49.164	0.05505	8	asex
630	49.0821	49.0706	0.05992	8	asex
640	48.9827	48.9913	0.06326	8	asex
650	48.9013	48.9076	0.06622	8	asex
660	48.7684	48.758	0.07489	8	asex
670	48.6694	48.6779	0.0798	8	asex
680	48.5125	48.5107	0.08794	8	asex
690	48.3856	48.3651	0.09648	8	asex
700	48.2238	48.2058	0.10504	8	asex
710	48.0805	48.0544	0.1122	8	asex
720	47.8773	47.8662	0.12258	8	asex
730	47.6963	47.6843	0.13135	8	asex
740	47.4173	47.3951	0.14622	8	asex
750	47.2654	47.2686	0.15107	8	asex
760	47.1277	47.0878	0.16052	8	asex
770	46.8465	46.8133	0.17454	8	asex
780	46.6858	46.6593	0.18258	8	asex
790	46.5262	46.5462	0.18696	8	asex
800	46.2933	46.2778	0.19864	8	asex
810	46.051	46.0667	0.20849	8	asex
820	45.9148	45.8835	0.21682	8	asex
830	45.7122	45.6778	0.22747	8	asex
840	45.3264	45.2863	0.24561	8	asex
850	44.7502	44.7353	0.27252	8	asex
860	44.4134	44.395	0.28788	8	asex
870	43.9243	43.9192	0.3095	8	asex
880	43.6968	43.6468	0.31945	8	asex
890	43.2525	43.2172	0.33859	8	asex
900	42.6275	42.5747	0.36754	8	asex
910	41.9847	41.9	0.39696	8	asex
920	41.4934	41.4589	0.4151	8	asex
930	40.9729	40.9612	0.4358	8	asex
940	40.4645	40.4261	0.45856	8	asex
950	40.0263	40.011	0.47519	8	asex
960	39.4308	39.3788	0.5018	8	asex
970	38.9869	38.9972	0.51487	8	asex
980	38.3624	38.2709	0.54476	8	asex
990	37.8291	37.77	0.56437	8	asex
10	49.9971	49.9978	0.01022	9	asex
20	49.9956	49.997	0.01039	9	asex
30	49.9923	49.9922	0.01071	9	asex
40	49.9893	49.9904	0.0119	9	asex
50	49.9851	49.9859	0.01084	9	asex
60	49.983	49.9831	0.00972	9	asex
70	49.9848	49.9859	0.00768	9	asex
80	49.9878	49.9889	0.00741	9	asex
90	49.9871	49.987	0.00705	9	asex
100	49.9865	49.9885	0.0064	9	asex
110	49.9862	49.9879	0.00534	9	asex
120	49.9854	49.9856	0.00527	9	asex
130	49.9907	49.9915	0.00566	9	asex
140	49.9845	49.9858	0.00604	9	asex
150	49.9807	49.9843	0.00607	9	asex
160	49.9765	49.9763	0.00658	9	asex
170	49.9649	49.9666	0.00695	9	asex
180	49.9607	49.9627	0.00696	9	asex
190	49.9635	49.9665	0.00601	9	asex
200	49.9672	49.9678	0.00478	9	asex
210	49.9639	49.9636	0.00555	9	asex
220	49.9516	49.9516	0.00657	9	asex
230	49.9442	49.9471	0.00632	9	asex
240	49.9421	49.9432	0.0063	9	asex
250	49.9382	49.9357	0.00616	9	asex
260	49.9342	49.9367	0.00614	9	asex
270	49.9339	49.9368	0.00573	9	asex
280	49.9359	49.9334	0.00639	9	asex
290	49.9416	49.9369	0.00606	9	asex
300	49.9287	49.9302	0.00654	9	asex
310	49.9273	49.9282	0.00616	9	asex
320	49.9308	49.9312	0.00624	9	asex
330	49.9327	49.9382	0.00587	9	asex
340	49.935	49.9256	0.00739	9	asex
350	49.9222	49.9237	0.00687	9	asex
360	49.9096	49.9142	0.0074	9	asex
370	49.9096	49.9127	0.00788	9	asex
380	49.9027	49.897	0.00882	9	asex
390	49.9334	49.9307	0.00602	9	asex
400	49.904	49.905	0.00754	9	asex
410	49.8982	49.8987	0.00811	9	asex
420	49.8961	49.8939	0.00795	9	asex
430	49.8872	49.8774	0.00867	9	asex
440	49.8507	49.846	0.01069	9	asex
450	49.8419	49.8458	0.01072	9	asex
460	49.8189	49.8142	0.01221	9	asex
470	49.8101	49.813	0.01103	9	asex
480	49.8132	49.8172	0.01072	9	asex
490	49.7839	49.7848	0.01337	9	asex
500	49.7585	49.7609	0.01494	9	asex
510	49.746	49.7564	0.0148	9	asex
520	49.7327	49.725	0.0167	9	asex
530	49.7003	49.7005	0.01742	9	asex
540	49.6858	49.6942	0.01837	9	asex
550	49.6638	49.6585	0.01999	9	asex
560	49.6183	49.6131	0.02165	9	asex
570	49.5718	49.5665	0.02428	9	asex
580	49.5393	49.5386	0.02558	9	asex
590	49.529	49.5386	0.02569	9	asex
600	49.5046	49.4999	0.02688	9	asex
610	49.434	49.4386	0.03026	9	asex
620	49.3341	49.3263	0.03589	9	asex
630	49.2486	49.2283	0.04142	9	asex
640	49.2333	49.23	0.04128	9	asex
650	49.1737	49.1519	0.0451	9	asex
660	49.0735	49.074	0.04844	9	asex
670	49.0075	48.9966	0.05202	9	asex
680	48.9148	48.9058	0.05728	9	asex
690	48.8057	48.8057	0.06254	9	asex
700	48.7357	48.7267	0.06603	9	asex
710	48.5985	48.5824	0.07218	9	asex
720	48.5098	48.4943	0.07649	9	asex
730	48.4329	48.4431	0.07875	9	asex
740	48.3459	48.3071	0.08493	9	asex
750	48.1289	48.1071	0.0929	9	asex
760	47.9836	47.972	0.09848	9	asex
770	47.699	47.7088	0.11116	9	asex
780	47.4843	47.4777	0.12017	9	asex
790	47.3066	47.3053	0.12815	9	asex
800	46.9924	46.9742	0.14216	9	asex
810	46.7387	46.7236	0.15401	9	asex
820	46.4064	46.36	0.17005	9	asex
830	46.0571	46.0206	0.1827	9	asex
840	45.597	45.5469	0.20422	9	asex
850	45.1721	45.1667	0.21816	9	asex
860	44.6634	44.5994	0.24232	9	asex
870	44.1662	44.099	0.26392	9	asex
880	43.7375	43.6964	0.28071	9	asex
890	43.0901	43.0228	0.30692	9	asex
900	42.5701	42.5357	0.32585	9	asex
910	42.1218	42.0601	0.34095	9	asex
920	41.6541	41.5598	0.36099	9	asex
930	40.9003	40.8455	0.38647	9	asex
940	40.3911	40.3337	0.40433	9	asex
950	39.6592	39.5798	0.43097	9	asex
960	38.7366	38.6888	0.46257	9	asex
970	37.8163	37.7452	0.49529	9	asex
980	37.0044	36.8501	0.5269	9	asex
990	36.2074	36.1119	0.55136	9	asex
10	49.9897	49.9912	0.00919	10	asex
20	49.9836	49.9836	0.00817	10	asex
30	49.9787	49.9789	0.00831	10	asex
40	49.9792	49.9784	0.00863	10	asex
50	49.9659	49.9675	0.00928	10	asex
60	49.9659	49.9667	0.00967	10	asex
70	49.9668	49.9663	0.00922	10	asex
80	49.9696	49.9706	0.00853	10	asex
90	49.9625	49.9619	0.01083	10	asex
100	49.9557	49.9548	0.01254	10	asex
110	49.9558	49.9538	0.01171	10	asex
120	49.9526	49.9506	0.01088	10	asex
130	49.9493	49.9489	0.01156	10	asex
140	49.9417	49.9394	0.01217	10	asex
150	49.9276	49.9278	0.01353	10	asex
160	49.919	49.9187	0.01499	10	asex
170	49.911	49.9091	0.01609	10	asex
180	49.9058	49.9007	0.01695	10	asex
190	49.9069	49.906	0.01645	10	asex
200	49.8981	49.9002	0.01717	10	asex
210	49.887	49.887	0.0174	10	asex
220	49.8902	49.8946	0.01531	10	asex
230	49.8902	49.8915	0.01413	10	asex
240	49.868	49.8649	0.0165	10	asex
250	49.8501	49.8475	0.01707	10	asex
260	49.8421	49.8413	0.01725	10	asex
270	49.8278	49.8279	0.01806	10	asex
280	49.817	49.8152	0.01895	10	asex
290	49.808	49.811	0.0186	10	asex
300	49.793	49.7863	0.01991	10	asex
310	49.7729	49.7727	0.01958	10	asex
320	49.7625	49.7658	0.01986	10	asex
330	49.7643	49.7649	0.01861	10	asex
340	49.7739	49.7787	0.01593	10	asex
350	49.7667	49.7709	0.01625	10	asex
360	49.7381	49.742	0.01797	10	asex
370	49.7267	49.7268	0.01815	10	asex
380	49.7152	49.7136	0.01936	10	asex
390	49.7156	49.7116	0.01895	10	asex
400	49.6676	49.6626	0.023	10	asex
410	49.6351	49.634	0.02585	10	asex
420	49.5942	49.5875	0.02864	10	asex
430	49.5589	49.5557	0.03137	10	asex
440	49.5182	49.5138	0.03396	10	asex
450	49.474	49.4658	0.03754	10	asex
460	49.4582	49.4513	0.03906	10	asex
470	49.3883	49.3794	0.04391	10	asex
480	49.3094	49.2932	0.04894	10	asex
490	49.28	49.2692	0.05014	10	asex
500	49.2178	49.2097	0.05496	10	asex
510	49.1745	49.1525	0.05891	10	asex
520	49.1408	49.1369	0.05894	10	asex
530	49.0979	49.0819	0.06131	10	asex
540	49.0819	49.0695	0.06266	10	asex
550	49.065	49.0463	0.06402	10	asex
560	48.9368	48.9377	0.07123	10	asex
570	48.8697	48.8719	0.07555	10	asex
580	48.7918	48.8024	0.07988	10	asex
590	48.7679	48.7423	0.08389	10	asex
600	48.6255	48.6076	0.09237	10	asex
610	48.484	48.4796	0.09895	10	asex
620	48.4329	48.4336	0.1005	10	asex
630	48.3232	48.3186	0.10718	10	asex
640	48.2443	48.2355	0.11214	10	asex
650	48.1096	48.0848	0.12054	10	asex
660	48.0313	48.0276	0.12237	10	asex
670	47.8959	47.8711	0.12871	10	asex
680	47.6152	47.5737	0.14574	10	asex
690	47.4598	47.446	0.15248	10	asex
700	47.3537	47.3014	0.15901	10	asex
710	47.0728	47.0894	0.16885	10	asex
720	46.9302	46.9088	0.17559	10	asex
730	46.7167	46.7101	0.18518	10	asex
740	46.4822	46.4598	0.19728	10	asex
750	46.2002	46.1837	0.21091	10	asex
760	45.7832	45.769	0.23143	10	asex
770	45.5642	45.5123	0.24315	10	asex
780	45.3385	45.3018	0.25303	10	asex
790	44.974	44.9085	0.27298	10	asex
800	44.5863	44.5508	0.28912	10	asex
810	44.0755	44.0554	0.31322	10	asex
820	43.7884	43.7736	0.32407	10	asex
830	43.3456	43.3344	0.34382	10	asex
840	42.9702	42.9598	0.36092	10	asex
850	42.5792	42.5497	0.38004	10	asex
860	41.9342	41.9399	0.40806	10	asex
870	41.476	41.3778	0.43289	10	asex
880	40.8463	40.7925	0.45753	10	asex
890	40.3391	40.3274	0.47859	10	asex
900	39.7966	39.7652	0.50189	10	asex
910	39.2558	39.2186	0.52318	10	asex
920	38.8064	38.772	0.54073	10	asex
930	38.2835	38.2108	0.56346	10	asex
940	37.6067	37.5587	0.58894	10	asex
950	37.1878	37.1314	0.60295	10	asex
960	36.6645	36.5917	0.62251	10	asex
970	36.1461	36.0894	0.64138	10	asex
980	35.4675	35.4315	0.66713	10	asex
990	35.0087	34.9639	0.67992	10	asex
10	49.9915	49.9923	0.01009	1	sex
20	49.9881	49.9878	0.01186	1	sex
30	49.9847	49.9851	0.01106	1	sex
40	49.9804	49.9819	0.01278	1	sex
50	49.9769	49.9791	0.01229	1	sex
60	49.9775	49.9783	0.01172	1	sex
70	49.9747	49.9744	0.01176	1	sex
80	49.9657	49.966	0.01427	1	sex
90	49.9623	49.9633	0.01556	1	sex
100	49.9542	49.954	0.01587	1	sex
110	49.9485	49.9496	0.01603	1	sex
120	49.9462	49.9474	0.01545	1	sex
130	49.9386	49.9393	0.01677	1	sex
140	49.9428	49.942	0.01819	1	sex
150	49.9383	49.9365	0.01701	1	sex
160	49.9376	49.936	0.01563	1	sex
170	49.9179	49.9184	0.01579	1	sex
180	49.9038	49.9061	0.01591	1	sex
190	49.9072	49.9099	0.01709	1	sex
200	49.9079	49.9045	0.0177	1	sex
210	49.9055	49.9072	0.01675	1	sex
220	49.895	49.8948	0.01873	1	sex
230	49.886	49.8882	0.0196	1	sex
240	49.8621	49.8585	0.02085	1	sex
250	49.8591	49.8593	0.02011	1	sex
260	49.8368	49.8391	0.02305	1	sex
270	49.835	49.8387	0.02179	1	sex
280	49.8369	49.8368	0.02034	1	sex
290	49.8175	49.814	0.02373	1	sex
300	49.7866	49.7844	0.02746	1	sex
310	49.7565	49.7582	0.02753	1	sex
320	49.7334	49.7354	0.02988	1	sex
330	49.7097	49.7109	0.03043	1	sex
340	49.7038	49.7027	0.03246	1	sex
350	49.6924	49.6879	0.03571	1	sex
360	49.6576	49.6569	0.0377	1	sex
370	49.6299	49.637	0.03717	1	sex
380	49.6249	49.6206	0.03689	1	sex
390	49.5968	49.5895	0.03666	1	sex
400	49.5813	49.5758	0.03602	1	sex
410	49.5628	49.5617	0.03486	1	sex
420	49.5671	49.565	0.03569	1	sex
430	49.5248	49.5357	0.04037	1	sex
440	49.5426	49.5479	0.04152	1	sex
450	49.5127	49.5072	0.0437	1	sex
460	49.4685	49.4638	0.04285	1	sex
470	49.4805	49.4804	0.04453	1	sex
480	49.4497	49.4518	0.04663	1	sex
490	49.4217	49.4205	0.04787	1	sex
500	49.395	49.3974	0.05361	1	sex
510	49.3562	49.3514	0.05754	1	sex
520	49.3367	49.334	0.05628	1	sex
530	49.274	49.2711	0.06203	1	sex
540	49.2329	49.2264	0.06601	1	sex
550	49.1936	49.1968	0.06478	1	sex
560	49.1686	49.1711	0.06495	1	sex
570	49.117	49.1226	0.06282	1	sex
580	49.0884	49.091	0.06206	1	sex
590	49.0827	49.0669	0.06118	1	sex
600	49.0555	49.0569	0.05831	1	sex
610	49.0348	49.0232	0.05975	1	sex
620	48.985	48.9796	0.06067	1	sex
630	48.9581	48.9553	0.06129	1	sex
640	48.936	48.9263	0.06164	1	sex
650	48.8961	48.8906	0.05925	1	sex
660	48.8659	48.8584	0.06103	1	sex
670	48.8208	48.8174	0.06166	1	sex
680	48.8134	48.8169	0.06179	1	sex
690	48.7375	48.7278	0.06158	1	sex
700	48.7131	48.7128	0.06131	1	sex
710	48.6855	48.6927	0.06321	1	sex
720	48.6716	48.668	0.06233	1	sex
730	48.6253	48.6232	0.0651	1	sex
740	48.6111	48.6057	0.06524	1	sex
750	48.5589	48.5687	0.06689	1	sex
760	48.5344	48.5377	0.07063	1	sex
770	48.5226	48.5212	0.07325	1	sex
780	48.4881	48.4842	0.07378	1	sex
790	48.4572	48.4592	0.0747	1	sex
800	48.4209	48.4314	0.07574	1	sex
810	48.3788	48.376	0.07948	1	sex
820	48.3126	48.3151	0.07961	1	sex
830	48.2979	48.3047	0.08019	1	sex
840	48.2398	48.243	0.08268	1	sex
850	48.1651	48.1631	0.08338	1	sex
860	48.1028	48.1037	0.08524	1	sex
870	48.0685	48.0615	0.08388	1	sex
880	48.0203	48.0284	0.08499	1	sex
890	47.9578	47.9614	0.08968	1	sex
900	47.8984	47.8893	0.09143	1	sex
910	47.8037	47.7987	0.09137	1	sex
920	47.7533	47.7549	0.09369	1	sex
930	47.7036	47.7056	0.0957	1	sex
940	47.6261	47.6084	0.10095	1	sex
950	47.5989	47.5963	0.10296	1	sex
